Cricinfo_id,AWARDS,awards_telugu
22536,['Wisden Cricketer of the Year 1940'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1940
22462,['Wisden Cricketer of the Year 1978'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1978
22559,['NBC Denis Compton Award 2003'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2003
297617,nan,
22380,nan,
23512,nan,
350126,['NBC Denis Compton Award 2011'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2011
22457,nan,
748793,nan,
23536,nan,
23534,nan,
1097408,nan,
23532,nan,
23521,['Wisden Cricketer of the Year 1948'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1948
369355,nan,
23523,nan,
663613,nan,
20230,['Knighted for services to Anglo-American amity 1944'],కింగ్టెడ్ ఫర్ సర్వీసెస్ టు అంగ్లో-అమెరికన్ అమిత్య్ 1944
297936,nan,
20049,['NBC Denis Compton Award 1996'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1996
20372,"['Wisden Cricketer of the Year 1993', 'Awarded the MBE on 13th June 1998', 'Awarded the OBE on 14th June 2003']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1993,, అవార్డెడ్ ది ఎం.బీ.ఇ. ఆన్ 13త్ జూన్ 1998,, అవార్డెడ్ ది ఓ.బీ.ఇ. ఆన్ 14త్ జూన్ 2003"
20363,nan,
20299,['Walter Lawrence Trophy 1992'],వాల్టర్ లారెన్స్ ట్రోఫీ 1992
21001,nan,
21407,nan,
311158,"['NBC Denis Compton Award 2010, 2011']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2010, 2011"
20123,['NBC Denis Compton Award 1997'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1997
20150,nan,
457279,nan,
21233,nan,
20428,nan,
53852,nan,
21440,"['NBC Denis Compton Award 2004,2011']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2004,2011"
512628,nan,
53857,nan,
20233,['Wisden Cricketer of the Year 1984'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1984
20213,nan,
20217,nan,
20259,nan,
20393,['Wisden Cricketer of the Year 1912'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1912
515905,nan,
631542,nan,
20182,nan,
243945,nan,
20278,nan,
20399,nan,
20206,nan,
20076,nan,
567645,nan,
229954,nan,
21219,nan,
308338,nan,
301809,['NBC Denis Compton Award 2009'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2009
20413,['Wisden Cricketer of the Year 1920'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1920
20105,nan,
20177,nan,
53689,nan,
355683,nan,
1096092,nan,
53847,nan,
20185,nan,
20115,['Wisden Cricketer of the Year 1959'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1959
20242,nan,
633301,nan,
669365,nan,
20381,['Wisden Cricketer of the Year 1893'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1893
20398,nan,
20222,nan,
20359,"[""MCC's Head of Cricket (2004-)""]",ఎంకీ'స్ హీడ్ ఆఫ్ క్రికెట్ (2004-)
405692,nan,
20137,nan,
20120,['Club (Sydney): Fairfield-Liverpool'],క్లబ్ (సైడ్నీ): ఫైర్ఫీల్డ్-లివర్పూల్
20415,['NBC Denis Compton Award 1996'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1996
1094992,nan,
21429,['NBC Denis Compton Award 2004'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2004
288772,nan,
20446,nan,
20436,nan,
20073,"['NBC Denis Compton Award 1998', 'NBC Denis Compton Award 1999', 'NBC Denis Compton Award 2000']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1998,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1999,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2000"
524843,nan,
20200,nan,
346914,nan,
20201,nan,
20058,['Wisden Cricketer of the Year 1923'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1923
20341,"['Wisden Cricketer of the Year 1955', 'Awarded CBE (Commander of the Order of the British Empire) in 1966 for services to cricket']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1955,, అవార్డెడ్ సీ.బీ.ఇ. (కమాండర్ ఆఫ్ ది ఆర్డర్ ఆఫ్ ది బ్రిటిష్ ఎంపైర్) ఇన్ 1966 ఫర్ సర్వీసెస్ టు క్రికెట్"
347663,nan,
20040,nan,
20126,['Wisden Cricketer of the Year 1963'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1963
20286,"['NBC Denis Compton Award 1996', 'Walter Lawrence Trophy 2009']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1996,, వాల్టర్ లారెన్స్ ట్రోఫీ 2009"
20135,nan,
20051,['Wisden Cricketer of the Year 1993'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1993
20406,['Wisden Cricketer of the Year 1961'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1961
53855,nan,
20367,nan,
20385,['Wisden Cricketer of the Year 1899'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1899
53733,nan,
20263,['Wisden Cricketer of the Year 1990'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1990
526838,nan,
20339,['Wisden Cricketer of the Year 1929'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1929
20345,"['BBC Sports Personality of the Year 1975', 'Wisden Cricketer of the Year 1976']","బీ.బీ.సీ. స్పోర్ట్స్ పెర్సొనాళిత్య్ ఆఫ్ ది ఇయర్ 1975,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1976"
20240,nan,
20282,['Wisden Cricketer of the Year 1973'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1973
20397,nan,
20470,nan,
21447,"['NBC Denis Compton Award 2005', 'NBC Denis Compton Award 2006', 'NBC Denis Compton Award 2007']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2005,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2006,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2007"
20387,"['Wisden Cricketer of the Year 2005', 'Awarded the MBE in 2005', 'Awarded the OBE in June 2011']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2005,, అవార్డెడ్ ది ఎం.బీ.ఇ. ఇన్ 2005,, అవార్డెడ్ ది ఓ.బీ.ఇ. ఇన్ జూన్ 2011"
20236,nan,
20167,['Wisden Cricketer of the Year 1891'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1891
254238,nan,
20179,['Wisden Cricketer of the Year 1890'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1890
458895,nan,
20162,nan,
20424,"['NBC Denis Compton Award 2000, 2001, 2002']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2000, 2001, 2002"
21431,nan,
20270,['Wisden Cricketer of the Year 1947'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1947
20350,nan,
1029993,nan,
1098186,nan,
53854,nan,
20124,['Wisden Cricketer of the Year 1892'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1892
20074,nan,
20078,nan,
20431,['NBC Denis Compton Award 1998'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1998
20461,"['NBC Denis Compton Award 2001', 'NBC Denis Compton Award 2002']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2001,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2002"
20334,nan,
20504,nan,
20369,['Wisden Cricketer of the Year 1918'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1918
20203,nan,
20159,"['Ordained 1955', 'Wisden Cricketer of the Year 1953']","ఆర్డైన్డ్ 1955,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1953"
20187,"['NBC Denis Compton Award 1999, 2000']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1999, 2000"
53859,nan,
20235,nan,
297482,nan,
53721,nan,
20317,nan,
20255,['Wisden Cricketer of the Year 1960'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1960
20198,['Wisden Cricketer of the Year 1950'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1950
20404,nan,
21229,nan,
20307,['NBC Denis Compton Award 1997'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1997
20376,"['Young Cricketer of the Year 1957', 'Wisden Cricketer of the Year 1958', 'Awarded the OBE for services to cricket in 1998']","యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1957,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1958,, అవార్డెడ్ ది ఓ.బీ.ఇ. ఫర్ సర్వీసెస్ టు క్రికెట్ ఇన్ 1998"
764311,nan,
53849,nan,
20252,nan,
21221,['NBC Denis Compton Award 2002'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2002
20554,nan,
519082,nan,
20237,nan,
21172,nan,
20191,nan,
20292,nan,
20193,['NBC Denis Compton Award 1996'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1996
20224,nan,
885743,nan,
20261,nan,
20130,nan,
21425,nan,
882319,nan,
21395,['NBC Denis Compton Award 2005'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2005
20454,nan,
20227,nan,
20231,['Wisden Cricketer of the Year 1935'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1935
20197,['Name changed from Simpson in 1898'],నేమ్ చంగెడ్ ఫ్రామ్ సింప్సన్ ఇన్ 1898
20257,nan,
22117,nan,
21472,nan,
21565,nan,
21593,['Wisden Cricketer of the Year 1899'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1899
520438,nan,
21564,['Wisden Cricketer of the Year 1899'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1899
353429,nan,
21462,['Wisden Cricketer of the Year 1924'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1924
639422,nan,
22005,nan,
21637,['Wisden Cricketer of the Year 1925'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1925
21646,['NBC Denis Compton Award 2003'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2003
21490,nan,
22006,nan,
21667,nan,
21511,nan,
297469,nan,
21634,['Wisden Cricketer of the Year 1920'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1920
53861,nan,
21464,nan,
21600,['Wisden Cricketer of the Year 1953'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1953
259772,nan,
21512,nan,
517247,nan,
22144,nan,
22149,"['Wisden Cricketer of the Year 1969', 'Awarded the MBE in 1981']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1969,, అవార్డెడ్ ది ఎం.బీ.ఇ. ఇన్ 1981"
22146,nan,
404461,nan,
22173,nan,
22189,['Wisden Cricketer of the Year 1906'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1906
524812,nan,
22192,['Wisden Cricketer of the Year 1933'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1933
874173,nan,
22182,"['PCA Player of the Year 2002', 'Wisden Cricketer of the Year 2003', 'Awarded the OBE on 31st December 2005']","పి.సీ.ఏ. ప్లేయర్ ఆఫ్ ది ఇయర్ 2002,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2003,, అవార్డెడ్ ది ఓ.బీ.ఇ. ఆన్ 31స్ట్ డిసెంబర్ 2005"
296597,['NBC Denis Compton Award 2009'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2009
22185,['Wisden Cricketer of the Year 1932'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1932
16945,['NBC Denis Compton Award 1999'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1999
17025,['Awarded the OBE on 31st December 2013'],అవార్డెడ్ ది ఓ.బీ.ఇ. ఆన్ 31స్ట్ డిసెంబర్ 2013
17066,nan,
16942,nan,
16938,nan,
353896,nan,
17111,nan,
17953,nan,
514396,nan,
567039,nan,
17185,nan,
459257,nan,
24598,"['NBC Denis Compton Award 2003, 2004']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2003, 2004"
17987,['NBC Denis Compton Award 2006'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2006
17031,nan,
16930,nan,
16993,['Wisden Cricketer of the Year 1912'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1912
16891,nan,
16857,['Wisden Cricketer of the Year 1924'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1924
16886,nan,
521170,nan,
17102,nan,
16972,['NBC Denis Compton Award 2000'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2000
41392,nan,
53813,nan,
16951,"['Wisden Cricketer of the Year 1998', 'Walter Lawrence Trophy 1993']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1998,, వాల్టర్ లారెన్స్ ట్రోఫీ 1993"
1093092,nan,
17924,nan,
16933,['Wisden Cricketer of the Year 1898'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1898
17171,['NBC Denis Compton Award 2002'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2002
53817,nan,
17092,nan,
16935,nan,
236489,"['U-19 Provincial Player of the Year 2005', 'Western Province/Boland Academy Player of the Year 2005-06', 'NBC Denis Compton Award 2008']","అండర్ -19 ప్రోవిన్షియల్ ప్లేయర్ ఆఫ్ ది ఇయర్ 2005,, వెస్టర్న్ ప్రోవిన్స్/బోలాండ్ అకాడమీ ప్లేయర్ ఆఫ్ ది ఇయర్ 2005-06,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2008"
16961,nan,
17119,['Wisden Cricketer of the Year 1993'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1993
17007,nan,
16921,nan,
17130,['Wisden Cricketer of the Year 1967'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1967
407875,nan,
17096,['NBC Denis Compton Award 1998'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1998
16932,nan,
46543,nan,
16997,nan,
16959,nan,
568983,nan,
639140,nan,
249934,nan,
53814,nan,
573904,nan,
16885,['Wisden Cricketer of the Year 1995'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1995
17059,['Wisden Cricketer of the Year 1892'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1892
16956,['Wisden Cricketer of the Year 1952'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1952
17121,nan,
17114,nan,
788101,nan,
17944,['NBC Denis Compton Award 2003'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2003
218562,['NBC Denis Compton Award 2011'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2011
17099,nan,
53823,nan,
17799,['NBC Denis Compton Award 2003'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2003
16899,nan,
17037,nan,
16903,nan,
17050,nan,
16995,['Wisden Cricketer of the Year 1904'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1904
16978,['Wisden Cricketer of the Year 1958'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1958
17525,nan,
17032,nan,
16918,['Wisden Cricketer of the Year 1892'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1892
16975,nan,
17048,['Wisden Cricketer of the Year 1902'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1902
407878,nan,
17013,nan,
16882,"['Lancashire coach 1932-1951', 'Appeared in FA Cup finals in 1906 and 1907', 'Played football for England three times, all against Scotland in 1906, 1910 and 1912']","లాంక్షైర్ కోచ్ 1932-1951,, అప్పీరెడ్ ఇన్ ఎఫ్.ఏ. కప్ ఫైనల్స్ ఇన్ 1906 అండ్ 1907,, ప్లేయడ్ ఫోటీబల్ ఫర్ ఇంగ్లాండ్ త్రీ టీమ్స్, అల్ అగిన్స్ట్ స్కోట్లండ్ ఇన్ 1906, 1910 అండ్ 1912"
17045,nan,
17149,nan,
17970,nan,
17125,['Wisden Cricketer of the Year 1995'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1995
16925,nan,
297634,nan,
16871,['Wisden Cricketer of the Year 1895'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1895
297488,nan,
17946,"['NBC Denis Compton Award 1998', 'NBC Denis Compton Award 1999', 'NBC Denis Compton Award 2000']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1998,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1999,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2000"
294041,nan,
17018,"['Wisden Cricketer of the Year 1967', 'Walter Lawrence Trophy 1969']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1967,, వాల్టర్ లారెన్స్ ట్రోఫీ 1969"
522898,nan,
17938,nan,
17986,nan,
53904,nan,
643885,nan,
53885,nan,
17966,nan,
16876,['NBC Denis Compton Award 1997'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1997
16862,['Wisden Cricketer of the Year 1891'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1891
18238,nan,
18051,nan,
18240,nan,
18007,nan,
18246,nan,
18021,['Wisden Cricketer of the Year 1934'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1934
18012,nan,
18026,nan,
18035,nan,
53702,nan,
18234,"['NBC Denis Compton Award 2003', 'NBC Denis Compton Award 2004']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2003,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2004"
18023,nan,
17994,nan,
17991,nan,
246005,"['NBC Denis Compton Award 2009,2010']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2009,2010"
637163,nan,
253980,['NBC Denis Compton Award 2010'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2010
231776,['NBC Denis Compton Award 2006'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2006
18048,nan,
424206,nan,
53825,nan,
464626,nan,
18270,nan,
18251,['3rd Baronet'],3ర్డ్ బరోనెట్
18248,nan,
296599,nan,
354165,nan,
862065,nan,
510530,nan,
18252,nan,
18265,"['NBC Denis Compton Award 1998', 'NBC Denis Compton Award 1999', 'NBC Denis Compton Award 2000']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1998,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1999,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2000"
18389,['NBC Denis Compton Award 2007'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2007
18392,['NBC Denis Compton Award 2005'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2005
18256,"['Walter Lawrence Trophy 1977', 'Wisden Cricketer of the Year 1979']","వాల్టర్ లారెన్స్ ట్రోఫీ 1977,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1979"
18487,nan,
18504,nan,
305450,nan,
19264,nan,
18455,"['NBC Denis Compton Award 2000', 'NBC Denis Compton Award 2001']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2000,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2001"
18787,nan,
53833,nan,
18488,['Wisden Cricketer of the Year 1931'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1931
18675,"['NBC Denis Compton Award 2001, 2002, 2003']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2001, 2002, 2003"
19274,nan,
18499,nan,
362710,"['NBC Denis Compton Award 2010,2011']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2010,2011"
297489,nan,
364549,nan,
18403,['Coach of Austrian National Team'],కోచ్ ఆఫ్ ఆస్ట్రియన్ నేషనల్ టీమ్
19255,nan,
294062,nan,
270253,nan,
288616,nan,
18500,nan,
409957,nan,
18542,nan,
18497,nan,
18593,['NBC Denis Compton Award 2000'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2000
18513,['NBC Denis Compton Award 1998'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1998
19127,nan,
18632,['NBC Denis Compton Award 2007'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2007
18655,['NBC Denis Compton Award 2001'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2001
18585,nan,
1094569,nan,
464110,nan,
292309,nan,
18405,['Awarded the MBE in December 2002'],అవార్డెడ్ ది ఎం.బీ.ఇ. ఇన్ డిసెంబర్ 2002
19278,nan,
18533,nan,
18602,nan,
18517,"['NBC Denis Compton Award 1996', 'NBC Denis Compton Award 1997']","ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1996,, ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1997"
18443,nan,
18525,['NBC Denis Compton Award 1999'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1999
18583,nan,
1027781,nan,
18911,nan,
18472,nan,
18523,nan,
511252,nan,
18433,['Wisden Cricketer of the Year 1938'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1938
789729,nan,
18489,['Wisden Cricketer of the Year 1889'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1889
53831,nan,
18400,nan,
18631,nan,
18561,nan,
760015,nan,
18486,nan,
18471,nan,
53829,nan,
653695,nan,
18494,nan,
887207,nan,
1010307,nan,
18529,nan,
18475,['Wisden Cricketer of the Year 1938'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1938
18426,nan,
19139,nan,
18616,nan,
18411,['Wisden Cricketer of the Year 1963'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1963
19296,"['ICC Emerging Player of the Year 2005', 'ICC One-Day Player of the Year 2005', 'Awarded the MBE on 31st December 2005', 'Wisden Cricketer of the Year 2006']","ఐ.సీ.సీ. ఎమర్జింగ్ ప్లేయర్ ఆఫ్ ది ఇయర్ 2005,, ఐ.సీ.సీ. ఓన్-డే ప్లేయర్ ఆఫ్ ది ఇయర్ 2005,, అవార్డెడ్ ది ఎం.బీ.ఇ. ఆన్ 31స్ట్ డిసెంబర్ 2005,, విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2006"
514398,nan,
18536,['Wisden Cricketer of the Year 1891'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1891
19258,nan,
360320,nan,
18418,['Wisden Cricketer of the Year 1923'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1923
355091,nan,
18544,nan,
18458,nan,
18397,['Wisden Cricketer of the Year 1893'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1893
18441,nan,
18622,nan,
18396,['Wisden Cricketer of the Year 1935'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1935
18393,nan,
18557,nan,
53704,nan,
215058,['NBC Denis Compton Award 2009'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2009
18431,nan,
18591,nan,
18625,nan,
18428,['Wisden Cricketer of the Year 1924'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1924
18465,nan,
18435,['Wisden Cricketer of the Year 1968'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1968
18423,"['Sussex Cricket Society Player of the Year 1978, 1979, 1986, 1988', ""Cricket Writers' Club Young Cricketer of the Year 1979""]","సస్సెక్స్ క్రికెట్ సోసిటీ ప్లేయర్ ఆఫ్ ది ఇయర్ 1978, 1979, 1986, 1988,, క్రికెట్ రైటర్స్' క్లబ్ యంగ్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1979"
18569,nan,
18657,nan,
18627,['Appeared as an extra in the film '],అప్పీరెడ్ అస్ అన్ ఎక్స్ట్రా ఇన్ ది ఫిల్మ్
18572,nan,
18605,['NBC Denis Compton Award 1999'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 1999
18640,['Wisden Cricketer of the Year 1960'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1960
53834,nan,
53901,nan,
19352,['Wisden Cricketer of the Year 1893'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1893
19315,nan,
297578,nan,
19450,"['Wisden Cricketer of the Year 1930', 'Middlesex captain 1935-1938, 1946-1947, 1950']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1930,, మిడ్లెసెక్సెక్స్ క్యాప్టెన్ 1935-1938, 1946-1947, 1950"
19500,['Wisden Cricketer of the Year 1990'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1990
19394,nan,
19350,['Wisden Cricketer of the Year 1890'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1890
19384,nan,
53893,nan,
19316,"['Wisden Cricketer of the Year 1979', 'Awarded the MBE for services to cricket in 2007']","విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1979,, అవార్డెడ్ ది ఎం.బీ.ఇ. ఫర్ సర్వీసెస్ టు క్రికెట్ ఇన్ 2007"
19364,['Wisden Cricketer of the Year 1996'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1996
20012,['NBC Denis Compton Award 2004'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2004
19476,nan,
258511,['NBC Denis Compton Award 2009'],ఎన్.బీ.సీ. డెనిస్ కంప్టన్ అవర్డ్ 2009
19469,nan,
19531,nan,
352893,nan,
893955,nan,
20027,nan,
19376,['Wisden Cricketer of the Year 1899'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1899
19480,nan,
19327,['Wisden Cricketer of the Year 1980'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 1980
19503,nan,
19405,nan,
19382,['Wisden Cricketer of the Year 2012'],విస్డెన్ క్రికెటర్ ఆఫ్ ది ఇయర్ 2012
